code_insee,nom_commune,departement,departement_code,search_key
62557,Marœuil,Pas-de-Calais,62,maruil
62558,Marquay,Pas-de-Calais,62,marquay
62559,Marquion,Pas-de-Calais,62,marquion
62560,Marquise,Pas-de-Calais,62,marquise
62561,Martinpuich,Pas-de-Calais,62,martinpuich
62562,Matringhem,Pas-de-Calais,62,matringhem
62563,Mazingarbe,Pas-de-Calais,62,mazingarbe
62564,Mazinghem,Pas-de-Calais,62,mazinghem
62565,Mencas,Pas-de-Calais,62,mencas
62566,Menneville,Pas-de-Calais,62,menneville
62567,Mentque-Nortbécourt,Pas-de-Calais,62,mentque nortbecourt
62568,Mercatel,Pas-de-Calais,62,mercatel
62569,Merck-Saint-Liévin,Pas-de-Calais,62,merck saint lievin
62570,Méricourt,Pas-de-Calais,62,mericourt
62571,Merlimont,Pas-de-Calais,62,merlimont
62572,Metz-en-Couture,Pas-de-Calais,62,metz en couture
62573,Meurchin,Pas-de-Calais,62,meurchin
62574,Mingoval,Pas-de-Calais,62,mingoval
62576,Moncheaux-lès-Frévent,Pas-de-Calais,62,moncheaux les frevent
62577,Monchel-sur-Canche,Pas-de-Calais,62,monchel sur canche
62578,Monchiet,Pas-de-Calais,62,monchiet
62579,Monchy-au-Bois,Pas-de-Calais,62,monchy au bois
62580,Monchy-Breton,Pas-de-Calais,62,monchy breton
62581,Monchy-Cayeux,Pas-de-Calais,62,monchy cayeux
62582,Monchy-le-Preux,Pas-de-Calais,62,monchy le preux
62583,Mondicourt,Pas-de-Calais,62,mondicourt
62584,Mont-Bernanchon,Pas-de-Calais,62,mont bernanchon
62585,Montcavrel,Pas-de-Calais,62,montcavrel
62586,Montenescourt,Pas-de-Calais,62,montenescourt
62587,Montigny-en-Gohelle,Pas-de-Calais,62,montigny en gohelle
62588,Montreuil-sur-Mer,Pas-de-Calais,62,montreuil sur mer
62589,Mont-Saint-Éloi,Pas-de-Calais,62,mont saint eloi
62590,Monts-en-Ternois,Pas-de-Calais,62,monts en ternois
62591,Morchies,Pas-de-Calais,62,morchies
62592,Moringhem,Pas-de-Calais,62,moringhem
62593,Morval,Pas-de-Calais,62,morval
62594,Mory,Pas-de-Calais,62,mory
62595,Moulle,Pas-de-Calais,62,moulle
62596,Mouriez,Pas-de-Calais,62,mouriez
62597,Moyenneville,Pas-de-Calais,62,moyenneville
62598,Muncq-Nieurlet,Pas-de-Calais,62,muncq nieurlet
62599,Nabringhen,Pas-de-Calais,62,nabringhen
62600,Nédon,Pas-de-Calais,62,nedon
62601,Nédonchel,Pas-de-Calais,62,nedonchel
62602,Nempont-Saint-Firmin,Pas-de-Calais,62,nempont saint firmin
62603,Nesles,Pas-de-Calais,62,nesles
62604,Neufchâtel-Hardelot,Pas-de-Calais,62,neufchatel hardelot
62605,Neulette,Pas-de-Calais,62,neulette
62606,Neuve-Chapelle,Pas-de-Calais,62,neuve chapelle
62607,Neuville-au-Cornet,Pas-de-Calais,62,neuville au cornet
62608,Neuville-Bourjonval,Pas-de-Calais,62,neuville bourjonval
62609,Neuville-Saint-Vaast,Pas-de-Calais,62,neuville saint vaast
62610,Neuville-sous-Montreuil,Pas-de-Calais,62,neuville sous montreuil
62611,Neuville-Vitasse,Pas-de-Calais,62,neuville vitasse
62612,Neuvireuil,Pas-de-Calais,62,neuvireuil
62613,Nielles-lès-Bléquin,Pas-de-Calais,62,nielles les blequin
62614,Nielles-lès-Ardres,Pas-de-Calais,62,nielles les ardres
62615,Nielles-lès-Calais,Pas-de-Calais,62,nielles les calais
62616,Nœux-lès-Auxi,Pas-de-Calais,62,nux les auxi
62617,Nœux-les-Mines,Pas-de-Calais,62,nux les mines
62618,Nordausques,Pas-de-Calais,62,nordausques
62619,Noreuil,Pas-de-Calais,62,noreuil
62620,Norrent-Fontes,Pas-de-Calais,62,norrent fontes
62621,Nortkerque,Pas-de-Calais,62,nortkerque
62622,Nort-Leulinghem,Pas-de-Calais,62,nort leulinghem
62623,Nouvelle-Église,Pas-de-Calais,62,nouvelle eglise
62624,Noyelles-Godault,Pas-de-Calais,62,noyelles godault
62625,Noyelles-lès-Humières,Pas-de-Calais,62,noyelles les humieres
62626,Noyelles-lès-Vermelles,Pas-de-Calais,62,noyelles les vermelles
62627,Noyelles-sous-Bellonne,Pas-de-Calais,62,noyelles sous bellonne
62628,Noyelles-sous-Lens,Pas-de-Calais,62,noyelles sous lens
62629,Noyellette,Pas-de-Calais,62,noyellette
62630,Noyelle-Vion,Pas-de-Calais,62,noyelle vion
62631,Nuncq-Hautecôte,Pas-de-Calais,62,nuncq hautecote
62632,Oblinghem,Pas-de-Calais,62,oblinghem
62633,Œuf-en-Ternois,Pas-de-Calais,62,uf en ternois
62634,Offekerque,Pas-de-Calais,62,offekerque
62635,Offin,Pas-de-Calais,62,offin
62636,Offrethun,Pas-de-Calais,62,offrethun
62637,Oignies,Pas-de-Calais,62,oignies
62638,Oisy-le-Verger,Pas-de-Calais,62,oisy le verger
62639,Oppy,Pas-de-Calais,62,oppy
62640,Orville,Pas-de-Calais,62,orville
62641,Ostreville,Pas-de-Calais,62,ostreville
62642,Ourton,Pas-de-Calais,62,ourton
62643,Outreau,Pas-de-Calais,62,outreau
62644,Ouve-Wirquin,Pas-de-Calais,62,ouve wirquin
62645,Oye-Plage,Pas-de-Calais,62,oye plage
62646,Palluel,Pas-de-Calais,62,palluel
62647,Le Parcq,Pas-de-Calais,62,le parcq
62648,Parenty,Pas-de-Calais,62,parenty
62649,Pas-en-Artois,Pas-de-Calais,62,pas en artois
62650,Pelves,Pas-de-Calais,62,pelves
62651,Penin,Pas-de-Calais,62,penin
62652,Pernes,Pas-de-Calais,62,pernes
62653,Pernes-lès-Boulogne,Pas-de-Calais,62,pernes les boulogne
62654,Peuplingues,Pas-de-Calais,62,peuplingues
62655,Pierremont,Pas-de-Calais,62,pierremont
62656,Pihem,Pas-de-Calais,62,pihem
62657,Pihen-lès-Guînes,Pas-de-Calais,62,pihen les guines
62658,Pittefaux,Pas-de-Calais,62,pittefaux
62659,Planques,Pas-de-Calais,62,planques
62660,Plouvain,Pas-de-Calais,62,plouvain
62661,Bouin-Plumoison,Pas-de-Calais,62,bouin plumoison
62662,Polincove,Pas-de-Calais,62,polincove
62663,Pommera,Pas-de-Calais,62,pommera
62664,Pommier,Pas-de-Calais,62,pommier
62665,Le Ponchel,Pas-de-Calais,62,le ponchel
62666,Pont-à-Vendin,Pas-de-Calais,62,pont a vendin
62667,Le Portel,Pas-de-Calais,62,le portel
62668,Prédefin,Pas-de-Calais,62,predefin
62669,Pressy,Pas-de-Calais,62,pressy
62670,Preures,Pas-de-Calais,62,preures
62671,Pronville-en-Artois,Pas-de-Calais,62,pronville en artois
62672,Puisieux,Pas-de-Calais,62,puisieux
62673,Quéant,Pas-de-Calais,62,queant
62674,Quelmes,Pas-de-Calais,62,quelmes
62675,Quercamps,Pas-de-Calais,62,quercamps
62676,Quernes,Pas-de-Calais,62,quernes
62677,Le Quesnoy-en-Artois,Pas-de-Calais,62,le quesnoy en artois
62678,Quesques,Pas-de-Calais,62,quesques
62679,Questrecques,Pas-de-Calais,62,questrecques
62680,Quiéry-la-Motte,Pas-de-Calais,62,quiery la motte
62681,Quiestède,Pas-de-Calais,62,quiestede
62682,Quilen,Pas-de-Calais,62,quilen
62683,Quœux-Haut-Maînil,Pas-de-Calais,62,quux haut mainil
62684,Racquinghem,Pas-de-Calais,62,racquinghem
62685,Radinghem,Pas-de-Calais,62,radinghem
62686,Ramecourt,Pas-de-Calais,62,ramecourt
62688,Rang-du-Fliers,Pas-de-Calais,62,rang du fliers
62689,Ransart,Pas-de-Calais,62,ransart
62690,Raye-sur-Authie,Pas-de-Calais,62,raye sur authie
62691,Saint-Augustin,Pas-de-Calais,62,saint augustin
62692,Rebergues,Pas-de-Calais,62,rebergues
62693,Rebreuve-Ranchicourt,Pas-de-Calais,62,rebreuve ranchicourt
62694,Rebreuve-sur-Canche,Pas-de-Calais,62,rebreuve sur canche
62695,Rebreuviette,Pas-de-Calais,62,rebreuviette
62696,Reclinghem,Pas-de-Calais,62,reclinghem
62697,Récourt,Pas-de-Calais,62,recourt
62698,Recques-sur-Course,Pas-de-Calais,62,recques sur course
62699,Recques-sur-Hem,Pas-de-Calais,62,recques sur hem
62700,Regnauville,Pas-de-Calais,62,regnauville
62701,Rely,Pas-de-Calais,62,rely
62702,Remilly-Wirquin,Pas-de-Calais,62,remilly wirquin
62703,Rémy,Pas-de-Calais,62,remy
62704,Renty,Pas-de-Calais,62,renty
62705,Rety,Pas-de-Calais,62,rety
62706,Richebourg,Pas-de-Calais,62,richebourg
62708,Riencourt-lès-Bapaume,Pas-de-Calais,62,riencourt les bapaume
62709,Riencourt-lès-Cagnicourt,Pas-de-Calais,62,riencourt les cagnicourt
62710,Rimboval,Pas-de-Calais,62,rimboval
62711,Rinxent,Pas-de-Calais,62,rinxent
62712,Rivière,Pas-de-Calais,62,riviere
62713,Robecq,Pas-de-Calais,62,robecq
62714,Roclincourt,Pas-de-Calais,62,roclincourt
62715,Rocquigny,Pas-de-Calais,62,rocquigny
62716,Rodelinghem,Pas-de-Calais,62,rodelinghem
62717,Roëllecourt,Pas-de-Calais,62,roellecourt
62718,Rœux,Pas-de-Calais,62,rux
62719,Rollancourt,Pas-de-Calais,62,rollancourt
62720,Rombly,Pas-de-Calais,62,rombly
62721,Roquetoire,Pas-de-Calais,62,roquetoire
62722,Rougefay,Pas-de-Calais,62,rougefay
62723,Roussent,Pas-de-Calais,62,roussent
62724,Rouvroy,Pas-de-Calais,62,rouvroy
62725,Royon,Pas-de-Calais,62,royon
62726,Ruisseauville,Pas-de-Calais,62,ruisseauville
62727,Ruitz,Pas-de-Calais,62,ruitz
62728,Rumaucourt,Pas-de-Calais,62,rumaucourt
62729,Rumilly,Pas-de-Calais,62,rumilly
62730,Ruminghem,Pas-de-Calais,62,ruminghem
62731,Ruyaulcourt,Pas-de-Calais,62,ruyaulcourt
62732,Sachin,Pas-de-Calais,62,sachin
62733,Sailly-au-Bois,Pas-de-Calais,62,sailly au bois
62734,Sailly-en-Ostrevent,Pas-de-Calais,62,sailly en ostrevent
62735,Sailly-Labourse,Pas-de-Calais,62,sailly labourse
62736,Sailly-sur-la-Lys,Pas-de-Calais,62,sailly sur la lys
62737,Sains-en-Gohelle,Pas-de-Calais,62,sains en gohelle
62738,Sains-lès-Fressin,Pas-de-Calais,62,sains les fressin
62739,Sains-lès-Marquion,Pas-de-Calais,62,sains les marquion
62740,Sains-lès-Pernes,Pas-de-Calais,62,sains les pernes
62741,Saint-Amand,Pas-de-Calais,62,saint amand
62742,Saint-Aubin,Pas-de-Calais,62,saint aubin
62744,Sainte-Catherine,Pas-de-Calais,62,sainte catherine
62745,Saint-Denœux,Pas-de-Calais,62,saint denux
62746,Saint-Étienne-au-Mont,Pas-de-Calais,62,saint etienne au mont
62747,Saint-Floris,Pas-de-Calais,62,saint floris
62748,Saint-Folquin,Pas-de-Calais,62,saint folquin
62749,Saint-Georges,Pas-de-Calais,62,saint georges
62750,Saint-Hilaire-Cottes,Pas-de-Calais,62,saint hilaire cottes
62751,Saint-Inglevert,Pas-de-Calais,62,saint inglevert
62752,Saint-Josse,Pas-de-Calais,62,saint josse
62753,Saint-Laurent-Blangy,Pas-de-Calais,62,saint laurent blangy
62754,Saint-Léger,Pas-de-Calais,62,saint leger
62755,Saint-Léonard,Pas-de-Calais,62,saint leonard
62756,Sainte-Marie-Kerque,Pas-de-Calais,62,sainte marie kerque
62757,Saint-Martin-lez-Tatinghem,Pas-de-Calais,62,saint martin lez tatinghem
62758,Saint-Martin-Boulogne,Pas-de-Calais,62,saint martin boulogne
62759,Saint-Martin-Choquel,Pas-de-Calais,62,saint martin choquel
62760,Saint-Martin-d'Hardinghem,Pas-de-Calais,62,saint martin d hardinghem
62761,Saint-Martin-sur-Cojeul,Pas-de-Calais,62,saint martin sur cojeul
62762,Saint-Michel-sous-Bois,Pas-de-Calais,62,saint michel sous bois
62763,Saint-Michel-sur-Ternoise,Pas-de-Calais,62,saint michel sur ternoise
62764,Saint-Nicolas,Pas-de-Calais,62,saint nicolas
62765,Saint-Omer,Pas-de-Calais,62,saint omer
62766,Saint-Omer-Capelle,Pas-de-Calais,62,saint omer capelle
62767,Saint-Pol-sur-Ternoise,Pas-de-Calais,62,saint pol sur ternoise
62768,Saint-Rémy-au-Bois,Pas-de-Calais,62,saint remy au bois
62769,Saint-Tricat,Pas-de-Calais,62,saint tricat
62770,Saint-Venant,Pas-de-Calais,62,saint venant
62771,Sallaumines,Pas-de-Calais,62,sallaumines
62772,Salperwick,Pas-de-Calais,62,salperwick
62773,Samer,Pas-de-Calais,62,samer
62774,Sangatte,Pas-de-Calais,62,sangatte
62775,Sanghen,Pas-de-Calais,62,sanghen
62776,Sapignies,Pas-de-Calais,62,sapignies
62777,Le Sars,Pas-de-Calais,62,le sars
62778,Sars-le-Bois,Pas-de-Calais,62,sars le bois
62779,Sarton,Pas-de-Calais,62,sarton
62780,Sauchy-Cauchy,Pas-de-Calais,62,sauchy cauchy
62781,Sauchy-Lestrée,Pas-de-Calais,62,sauchy lestree
62782,Saudemont,Pas-de-Calais,62,saudemont
62783,Saulchoy,Pas-de-Calais,62,saulchoy
62784,Saulty,Pas-de-Calais,62,saulty
62785,Savy-Berlette,Pas-de-Calais,62,savy berlette
62786,Selles,Pas-de-Calais,62,selles
62787,Sempy,Pas-de-Calais,62,sempy
62788,Seninghem,Pas-de-Calais,62,seninghem
62789,Senlecques,Pas-de-Calais,62,senlecques
62790,Senlis,Pas-de-Calais,62,senlis
62791,Séricourt,Pas-de-Calais,62,sericourt
62792,Serques,Pas-de-Calais,62,serques
62793,Servins,Pas-de-Calais,62,servins
62794,Setques,Pas-de-Calais,62,setques
62795,Sibiville,Pas-de-Calais,62,sibiville
62796,Simencourt,Pas-de-Calais,62,simencourt
62797,Siracourt,Pas-de-Calais,62,siracourt
62798,Sombrin,Pas-de-Calais,62,sombrin
62799,Sorrus,Pas-de-Calais,62,sorrus
62800,Souastre,Pas-de-Calais,62,souastre
62801,Souchez,Pas-de-Calais,62,souchez
62802,Le Souich,Pas-de-Calais,62,le souich
62803,Surques,Pas-de-Calais,62,surques
62804,Sus-Saint-Léger,Pas-de-Calais,62,sus saint leger
62805,Tangry,Pas-de-Calais,62,tangry
62806,Tardinghen,Pas-de-Calais,62,tardinghen
62808,Teneur,Pas-de-Calais,62,teneur
62809,Ternas,Pas-de-Calais,62,ternas
62810,Thélus,Pas-de-Calais,62,thelus
62811,Thérouanne,Pas-de-Calais,62,therouanne
62812,Thiembronne,Pas-de-Calais,62,thiembronne
62813,La Thieuloye,Pas-de-Calais,62,la thieuloye
62814,Thièvres,Pas-de-Calais,62,thievres
62815,Tigny-Noyelle,Pas-de-Calais,62,tigny noyelle
62816,Tilloy-lès-Hermaville,Pas-de-Calais,62,tilloy les hermaville
62817,Tilloy-lès-Mofflaines,Pas-de-Calais,62,tilloy les mofflaines
62818,Tilly-Capelle,Pas-de-Calais,62,tilly capelle
62819,Tilques,Pas-de-Calais,62,tilques
62820,Tincques,Pas-de-Calais,62,tincques
62821,Tingry,Pas-de-Calais,62,tingry
62822,Tollent,Pas-de-Calais,62,tollent
62823,Torcy,Pas-de-Calais,62,torcy
62824,Tortefontaine,Pas-de-Calais,62,tortefontaine
62825,Tortequesne,Pas-de-Calais,62,tortequesne
62826,Le Touquet-Paris-Plage,Pas-de-Calais,62,le touquet paris plage
62827,Tournehem-sur-la-Hem,Pas-de-Calais,62,tournehem sur la hem
62828,Tramecourt,Pas-de-Calais,62,tramecourt
62829,Le Transloy,Pas-de-Calais,62,le transloy
62830,Trescault,Pas-de-Calais,62,trescault
62831,Troisvaux,Pas-de-Calais,62,troisvaux
62832,Tubersent,Pas-de-Calais,62,tubersent
62833,Vacquerie-le-Boucq,Pas-de-Calais,62,vacquerie le boucq
62834,Vacqueriette-Erquières,Pas-de-Calais,62,vacqueriette erquieres
62835,Valhuon,Pas-de-Calais,62,valhuon
62836,Vaudricourt,Pas-de-Calais,62,vaudricourt
62837,Vaudringhem,Pas-de-Calais,62,vaudringhem
62838,Vaulx,Pas-de-Calais,62,vaulx
62839,Vaulx-Vraucourt,Pas-de-Calais,62,vaulx vraucourt
62840,Vélu,Pas-de-Calais,62,velu
62841,Vendin-lès-Béthune,Pas-de-Calais,62,vendin les bethune
62842,Vendin-le-Vieil,Pas-de-Calais,62,vendin le vieil
62843,Verchin,Pas-de-Calais,62,verchin
62844,Verchocq,Pas-de-Calais,62,verchocq
62845,Verlincthun,Pas-de-Calais,62,verlincthun
62846,Vermelles,Pas-de-Calais,62,vermelles
62847,Verquigneul,Pas-de-Calais,62,verquigneul
62848,Verquin,Pas-de-Calais,62,verquin
62849,Verton,Pas-de-Calais,62,verton
62850,Vieil-Hesdin,Pas-de-Calais,62,vieil hesdin
62851,Vieille-Chapelle,Pas-de-Calais,62,vieille chapelle
62852,Vieille-Église,Pas-de-Calais,62,vieille eglise
62853,Vieil-Moutier,Pas-de-Calais,62,vieil moutier
62854,Villers-au-Bois,Pas-de-Calais,62,villers au bois
62855,Villers-au-Flos,Pas-de-Calais,62,villers au flos
62856,Villers-Brûlin,Pas-de-Calais,62,villers brulin
62857,Villers-Châtel,Pas-de-Calais,62,villers chatel
62858,Villers-lès-Cagnicourt,Pas-de-Calais,62,villers les cagnicourt
62859,Villers-l'Hôpital,Pas-de-Calais,62,villers l hopital
62860,Villers-Sir-Simon,Pas-de-Calais,62,villers sir simon
62861,Vimy,Pas-de-Calais,62,vimy
62862,Vincly,Pas-de-Calais,62,vincly
62863,Violaines,Pas-de-Calais,62,violaines
62864,Vis-en-Artois,Pas-de-Calais,62,vis en artois
62865,Vitry-en-Artois,Pas-de-Calais,62,vitry en artois
62866,Waben,Pas-de-Calais,62,waben
62867,Wacquinghen,Pas-de-Calais,62,wacquinghen
62868,Wail,Pas-de-Calais,62,wail
62869,Wailly,Pas-de-Calais,62,wailly
62870,Wailly-Beaucamp,Pas-de-Calais,62,wailly beaucamp
62871,Wambercourt,Pas-de-Calais,62,wambercourt
62872,Wamin,Pas-de-Calais,62,wamin
62873,Wancourt,Pas-de-Calais,62,wancourt
62874,Wanquetin,Pas-de-Calais,62,wanquetin
62875,Wardrecques,Pas-de-Calais,62,wardrecques
62876,Warlencourt-Eaucourt,Pas-de-Calais,62,warlencourt eaucourt
62877,Warlincourt-lès-Pas,Pas-de-Calais,62,warlincourt les pas
62878,Warlus,Pas-de-Calais,62,warlus
62879,Warluzel,Pas-de-Calais,62,warluzel
62880,Le Wast,Pas-de-Calais,62,le wast
62881,Beauvoir-Wavans,Pas-de-Calais,62,beauvoir wavans
62882,Wavrans-sur-l'Aa,Pas-de-Calais,62,wavrans sur l aa
62883,Wavrans-sur-Ternoise,Pas-de-Calais,62,wavrans sur ternoise
62885,Westrehem,Pas-de-Calais,62,westrehem
62886,Wicquinghem,Pas-de-Calais,62,wicquinghem
62887,Widehem,Pas-de-Calais,62,widehem
62888,Wierre-au-Bois,Pas-de-Calais,62,wierre au bois
62889,Wierre-Effroy,Pas-de-Calais,62,wierre effroy
62890,Willeman,Pas-de-Calais,62,willeman
62891,Willencourt,Pas-de-Calais,62,willencourt
62892,Willerval,Pas-de-Calais,62,willerval
62893,Wimereux,Pas-de-Calais,62,wimereux
62894,Wimille,Pas-de-Calais,62,wimille
62895,Wingles,Pas-de-Calais,62,wingles
62896,Wirwignes,Pas-de-Calais,62,wirwignes
62897,Wismes,Pas-de-Calais,62,wismes
62898,Wisques,Pas-de-Calais,62,wisques
62899,Wissant,Pas-de-Calais,62,wissant
62900,Witternesse,Pas-de-Calais,62,witternesse
62901,Wittes,Pas-de-Calais,62,wittes
62902,Wizernes,Pas-de-Calais,62,wizernes
62903,Zoteux,Pas-de-Calais,62,zoteux
62904,Zouafques,Pas-de-Calais,62,zouafques
62905,Zudausques,Pas-de-Calais,62,zudausques
62906,Zutkerque,Pas-de-Calais,62,zutkerque
62907,Libercourt,Pas-de-Calais,62,libercourt
62908,La Capelle-lès-Boulogne,Pas-de-Calais,62,la capelle les boulogne
62909,Ytres,Pas-de-Calais,62,ytres
